id,run_length,disagreeable,training,improbability_rate,price,special_conditions,availability,start_time,end_time,workerid,phase,first_time,censored,other
95206,45,60,True,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:37:34,2014-11-22 07:51:45,A35PWBK41TF8DB,2,False,False,None
95207,0,100,True,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 21:14:40,2014-11-22 21:14:40,A2JISAJBHTFGDI,3,False,False,None
95208,1,80,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 21:13:49,2014-11-20 21:13:58,ASGDQ94LU05JP,1,True,False,None
95209,3,100,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 06:40:18,2014-11-25 06:50:20,A2S37POMXOHOGB,5,True,False,None
95210,0,100,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 18:52:22,2014-11-23 18:52:22,AB6TJDMYFSZN3,4,False,False,None
95211,16,40,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 14:09:07,2014-11-23 04:16:32,A2V3270AL073FV,3,False,False,None
95212,1,0,True,93,0.25,False,low,2014-11-22 21:54:31,2014-11-22 22:09:59,A1FYXA1NA891CA,3,True,False,None
95213,4,40,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 16:55:57,2014-11-21 04:27:23,A1VI3SOIHT6Y0D,1,True,False,None
95214,2,80,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 04:28:33,2014-11-25 04:35:41,ABRR80B1Z0UVR,5,False,False,None
95215,7,80,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 08:35:19,2014-11-24 09:07:08,A3VMZO8ROP5NN1,5,False,False,None
95216,5,100,True,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 18:00:11,2014-11-21 19:32:42,A272VBXFBF5DNV,2,False,False,None
95217,0,40,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 14:22:15,2014-11-23 14:22:15,A38UWBJO8PJTQT,4,False,False,None
95218,0,80,False,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 19:16:09,2014-11-23 19:16:09,A37RSO5DIF5HB,4,False,False,None
95219,3,0,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 03:02:59,2014-11-21 03:11:47,AM5PNAQJEDK8T,1,True,False,None
95220,0,60,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 23:55:52,2014-11-22 23:55:52,A33G5GYB0KZWDY,3,False,False,None
95221,1,0,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 05:18:19,2014-11-25 05:23:29,A3FJE9AUW0O41D,5,False,False,None
95222,49,0,True,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 07:59:43,2014-11-22 03:28:00,A3J6GQYQ2R4ATN,2,False,True,None
95223,1,80,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 19:57:04,2014-11-23 19:59:14,A9RVQ2M41561G,4,True,False,None
95224,1,80,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 19:15:42,2014-11-20 19:16:17,A22GT96BUD4P84,1,True,False,None
95225,1,20,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 16:22:54,2014-11-20 16:23:07,AGXQ6XNWLMVJI,1,True,False,None
95226,0,80,False,56,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 23:44:58,2014-11-24 23:44:58,A37TPH7BD1EQDP,5,False,False,None
95227,0,40,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:35:53,2014-11-22 16:35:53,A15MK127K9F2DZ,3,False,False,None
95228,2,0,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 01:01:36,2014-11-21 01:08:56,A2J5TC6Z7MK2FH,1,True,False,None
95229,0,20,False,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:01:10,2014-11-22 16:01:10,A3V8LMWV8GMRFB,3,False,False,None
95230,0,0,True,93,0.25,False,low,2014-11-24 15:17:48,2014-11-24 15:17:48,ANI2VHKROFMID,5,False,False,None
95231,1,40,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 19:53:51,2014-11-21 19:54:09,A2S6TSYNLUB7XQ,2,True,False,None
95232,50,60,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 18:46:50,2014-11-23 20:56:55,A342WOUTH0TSUI,4,False,True,None
95233,0,60,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 17:23:01,2014-11-24 17:23:01,A3RLCGRXA34GC0,5,False,False,None
95234,6,40,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 01:14:52,2014-11-24 02:57:20,A2C2X031QH6PBO,4,True,False,None
95235,0,80,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 13:47:03,2014-11-22 13:47:03,A2JPOXYZM5AJZZ,3,False,False,None
95236,2,20,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:38:49,2014-11-22 16:54:52,A2VYPCUSAB2NCD,3,True,False,None
95237,0,0,True,93,0.25,False,low,2014-11-20 18:35:59,2014-11-20 18:35:59,A1YEPNXDIPFE0,1,True,False,None
95238,2,100,True,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 02:11:49,2014-11-25 02:37:09,AP2HB33HRZFGP,5,False,False,None
95239,1,100,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 14:47:25,2014-11-21 14:47:59,A3MECTB8W9U044,2,True,False,None
95240,1,100,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 15:36:50,2014-11-24 15:37:06,AWV3AP71S24QK,5,True,False,None
95241,3,80,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 02:04:55,2014-11-21 02:38:21,AJVVFB3PSVVXS,1,True,False,None
95242,0,40,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 16:26:23,2014-11-24 16:26:23,AMCBA6BNEVO01,5,False,False,None
95243,0,0,True,93,0.25,False,low,2014-11-23 02:19:22,2014-11-23 02:19:22,A2EUMXCQHCP25R,3,False,False,None
95244,13,40,True,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 18:44:27,2014-11-21 04:55:28,A21078HCM1EBK6,1,True,False,None
95245,2,80,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 22:37:50,2014-11-20 22:50:52,A16ODJ9QV2V0OS,1,True,False,None
95246,0,0,True,93,0.25,False,low,2014-11-20 18:45:37,2014-11-20 18:45:37,ALVV2RLFAI3ZN,1,True,False,None
95247,1,60,False,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 16:29:13,2014-11-20 16:29:22,AOJZU4ACN5OTZ,1,True,False,None
95248,0,60,True,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 15:15:13,2014-11-21 15:15:13,A36EOW4NZDRBQO,2,False,False,None
95249,2,20,False,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 21:04:10,2014-11-21 21:12:23,A2QXCAC9HMEXMJ,2,False,False,None
95250,1,40,True,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 08:16:24,2014-11-19 08:16:46,A2V2IO3FMG25JX,0,True,False,None
95251,0,40,True,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 21:03:00,2014-11-24 21:03:00,A2ZE53LGYKE7S3,5,False,False,None
95252,1,100,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 20:53:34,2014-11-23 20:59:07,A3CWG1O8J83OXN,4,False,False,None
95253,1,100,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 09:41:09,2014-11-19 09:41:23,A1F4DR4QMF3DB4,0,True,False,None
95254,10,100,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 21:59:01,2014-11-23 07:17:57,A4VOL1ESGAZSL,3,False,False,None
95255,8,40,False,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 15:05:06,2014-11-24 03:32:22,A11ERIFLRKPFBB,4,False,False,None
95256,50,20,True,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 16:54:09,2014-11-24 02:24:06,A3FNT9VRCAOJ9S,4,False,True,None
95257,0,60,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 05:47:01,2014-11-20 05:47:01,A1FW3GPTUN839F,0,True,False,None
95258,1,60,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 11:12:39,2014-11-19 11:13:15,A23GSCCVZ3O6YL,0,True,False,None
95259,0,0,True,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 20:38:54,2014-11-23 20:38:54,A2749DC85C9H0F,4,False,False,None
95260,1,60,False,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 23:09:37,2014-11-22 23:09:52,A18UAF8D3721A0,3,True,False,None
95261,1,40,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 21:07:20,2014-11-21 21:07:47,ACLCPK1LISIA7,2,True,False,None
95262,2,0,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 20:19:49,2014-11-21 20:29:31,A3209D1227UCYP,2,False,False,None
95263,0,0,True,93,0.25,False,low,2014-11-23 22:37:05,2014-11-23 22:37:05,A28WRH4X1JZJX9,4,True,False,None
95264,1,80,True,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 16:14:17,2014-11-22 16:24:02,AVX3SWFMBEPMZ,3,False,False,None
95265,1,80,True,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-25 02:37:38,2014-11-25 02:37:50,AP8R7ZD17TO4T,5,True,False,None
95266,1,40,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 13:06:01,2014-11-19 13:06:17,A3MHLI40XDIOG6,0,True,False,None
95267,0,0,True,93,0.25,False,low,2014-11-24 21:52:47,2014-11-24 21:52:47,A1AI5T3JUPFLUA,5,False,False,None
95268,1,40,True,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 09:59:18,2014-11-20 09:59:46,A1LO35SZAQ9B77,1,True,False,None
95269,10,20,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 23:04:13,2014-11-21 01:47:00,A3M3Q9D82UAX3B,1,True,False,None
95270,0,0,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 06:49:41,2014-11-22 06:49:41,A2T0NFPEXNEDO9,2,False,False,None
95271,0,0,True,93,0.25,False,low,2014-11-22 02:14:26,2014-11-22 02:14:26,A2189D5M7J48C7,2,True,False,None
95272,7,60,False,93,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 01:35:46,2014-11-23 06:19:53,A2LEH7DWD8PCPI,3,True,False,None
95273,1,20,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 04:33:59,2014-11-20 04:34:13,A220WMQNBOSN56,0,True,False,None
95274,1,60,True,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 18:19:42,2014-11-20 18:19:50,A38Z4HGE16SX10,1,True,False,None
95275,2,40,False,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 23:47:47,2014-11-20 23:50:38,AOP1FNF9UQFOP,1,True,False,None
95276,1,0,True,93,0.25,False,low,2014-11-24 18:38:01,2014-11-24 22:00:32,AHQUQD4YYKATX,5,False,False,None
95277,1,20,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 23:44:36,2014-11-24 23:44:42,A36S2L4WNQTPFX,5,True,False,None
95278,2,40,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 18:01:41,2014-11-22 18:07:40,AXC8JTEUUTCI1,3,True,False,None
95279,1,80,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 20:20:39,2014-11-21 20:21:08,A1D3K0VXUGWT5Q,2,True,False,None
95280,5,40,False,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 14:50:44,2014-11-21 07:12:51,A38IOJNJ81LQEQ,1,False,False,None
95281,11,60,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 23:02:42,2014-11-21 23:49:50,A2LCOGL9LY6HER,2,True,False,None
95282,1,20,True,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 21:07:54,2014-11-21 21:08:11,A24LX2UHJSQNVJ,2,True,False,None
95283,0,80,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 14:54:52,2014-11-22 14:54:52,A1II0ESUN57VA4,3,False,False,None
95284,50,0,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 21:44:17,2014-11-24 23:13:40,A3OV6R4YMKIAAM,5,False,True,None
95285,0,0,True,93,0.25,False,low,2014-11-23 23:18:36,2014-11-23 23:18:36,A15EDMU9TCI02E,4,False,False,None
95286,0,100,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 15:16:14,2014-11-23 15:16:14,A31U9HEE7WFJMM,4,False,False,None
95287,0,0,True,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 12:25:51,2014-11-21 12:25:51,A3GOOKQRLNPPBY,2,False,False,None
95288,6,60,False,56,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 03:09:15,2014-11-23 03:21:07,A1DY3TBDY4VZG5,3,True,False,None
95289,0,80,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 14:27:26,2014-11-23 14:27:26,A2QF7C7KU5HN53,4,False,False,None
95290,0,0,False,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 02:42:50,2014-11-22 02:42:50,A3EPQK7C1KO6P3,2,False,False,None
95291,18,0,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 11:38:50,2014-11-25 06:13:51,A2FD0V9LAXKB5,5,False,False,None
95292,0,0,True,93,0.25,False,low,2014-11-25 02:43:17,2014-11-25 02:43:17,A2UJ02XRXVA8U5,5,True,False,None
95293,1,40,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 18:33:00,2014-11-21 18:46:07,AKK60PLYGG7K2,2,False,False,None
95294,0,0,True,93,0.25,False,low,2014-11-20 16:04:36,2014-11-20 16:04:36,A1ZCHJF8TZ6KCY,1,False,False,None
95295,15,60,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 15:26:17,2014-11-23 19:52:32,ACPWJRT77OKF4,4,False,False,None
95296,3,0,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 23:20:49,2014-11-20 23:33:15,A1QJ79SLW7NBX1,1,True,False,None
95297,1,100,False,93,0.25,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 03:11:38,2014-11-22 03:11:54,A21DY3K0LP1XP,2,True,False,None
95298,32,40,True,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 13:43:23,2014-11-24 23:31:11,A2QTIR5MFOKYHE,5,False,False,None
95299,32,60,False,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 15:12:35,2014-11-21 06:38:36,A280D4C3U9BXJE,1,False,False,None
95300,0,80,False,56,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 18:29:02,2014-11-22 18:29:02,A1B6XJMR68VXWG,3,False,False,None
95301,2,0,False,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 17:32:54,2014-11-22 01:47:12,A1Z56KIQBETTK7,2,True,False,None
95302,1,0,True,93,0.25,False,low,2014-11-21 00:02:50,2014-11-21 00:05:57,A2I938IFEH4AUE,1,True,False,None
95303,1,100,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 01:46:36,2014-11-21 01:46:48,A2CH32L31EIGK8,1,True,False,None
95304,2,0,False,93,0.5,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 23:29:52,2014-11-24 23:34:21,A2U96HULN519AN,5,True,False,None
95305,0,80,False,56,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 14:40:45,2014-11-23 14:40:45,A27FVH8VVIL20T,4,False,False,None
95306,40,20,False,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 16:19:44,2014-11-24 05:23:32,A3LX3GRDAZTKPP,4,False,False,None
95307,1,40,True,93,0.2,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 13:24:33,2014-11-21 13:24:48,A3EAOZ2JMMU0ZG,2,True,False,None
95308,3,40,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 19:49:57,2014-11-20 23:51:57,AU8TGJAIKEBEF,1,True,False,None
95309,20,0,True,56,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:07:01,2014-11-24 19:15:01,A2OWKNH3FGF84A,5,False,False,None
95310,1,100,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 20:12:37,2014-11-22 20:12:50,A14U1QIT2WS2RU,3,True,False,None
95311,0,80,True,93,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 16:35:53,2014-11-21 16:35:53,A2BHUZXMTIR93J,2,False,False,None
95312,1,40,True,93,0.05,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 03:38:50,2014-11-20 03:39:11,A3K3IZ0S0YOLO1,0,True,False,None
95313,6,60,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-22 19:12:21,2014-11-23 01:08:49,A2TLO0QYCSDE6P,3,False,False,None
95314,2,20,False,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 00:15:06,2014-11-23 00:30:07,A1M6EBZN8AH4NY,3,True,False,None
95315,1,100,True,56,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 01:30:00,2014-11-24 01:30:10,A126O4DCKDX4WA,4,True,False,None
95316,1,100,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 00:33:37,2014-11-24 00:33:53,A1S6KFS4X684YS,4,True,False,None
95317,1,80,False,56,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 00:14:12,2014-11-21 00:14:27,A2IFZ6L86C5QYW,1,True,False,None
95318,17,60,False,93,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-23 21:45:06,2014-11-24 01:50:24,A1TTGWAZ30MY7G,4,True,False,None
95319,2,60,True,56,0.15,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 18:54:19,2014-11-21 00:39:43,A4KQ4JJGWQNCS,1,False,False,None
95320,2,0,True,93,0.4,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 05:19:14,2014-11-20 05:58:38,A1C0GSTXFDS6IR,0,True,False,None
95321,9,20,True,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 14:56:08,2014-11-24 15:39:13,AV6LH2KUDJDC8,5,False,False,None
95322,0,80,False,56,0.1,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-21 14:01:45,2014-11-21 14:01:45,A2CZGKI3K6ZT7R,2,False,False,None
95323,51,100,False,93,0.35,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-19 08:20:57,2014-11-19 21:15:18,A92IZM4P9SJ2S,0,True,True,None
95324,2,0,False,56,0.45,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-20 03:07:12,2014-11-20 03:11:41,A2YDR7Q6S1FXYZ,0,True,False,None
95325,50,60,True,93,0.3,"[0.07, {u'disagreeable': 0, u'training': True, u'price': 0.25, u'availability': u'low', u'improbability_rate': 93}]",high,2014-11-24 13:08:45,2014-11-24 20:05:53,A1XSTWO3EUJ937,5,False,True,None
